https://law.justia.com/codes/arkansas/2024/title-21/chapter-8/subchapter-1/	Subchapter 1 - GENERAL PROVISIONS (§§ 21-8-101 — 21-8-104)
https://law.justia.com/codes/arkansas/2024/title-21/chapter-8/subchapter-2/	Subchapter 2 - INCOME DISCLOSURE BY SALARIED EMPLOYEES (§§ 21-8-201 — 21-8-204)
https://law.justia.com/codes/arkansas/2024/title-21/chapter-8/subchapter-3/	Subchapter 3 - CODE OF ETHICS (§§ 21-8-301 — 21-8-310)
https://law.justia.com/codes/arkansas/2024/title-21/chapter-8/subchapter-4/	Subchapter 4 - DISCLOSURE BY LOBBYISTS AND STATE AND LOCAL OFFICIALS - GENERAL PROVISIONS (§§ 21-8-401 — 21-8-407)
https://law.justia.com/codes/arkansas/2024/title-21/chapter-8/subchapter-5/	Subchapter 5 - DISCLOSURE BY LOBBYISTS AND STATE AND LOCAL OFFICIALS - INVESTIGATION BY ATTORNEY GENERAL (§ 21-8-501)
https://law.justia.com/codes/arkansas/2024/title-21/chapter-8/subchapter-6/	Subchapter 6 - DISCLOSURE BY LOBBYISTS (§§ 21-8-601 — 21-8-607)
https://law.justia.com/codes/arkansas/2024/title-21/chapter-8/subchapter-7/	Subchapter 7 - DISCLOSURE BY STATE AND LOCAL OFFICIALS - STATEMENT OF FINANCIAL INTEREST (§§ 21-8-701 — 21-8-705)
https://law.justia.com/codes/arkansas/2024/title-21/chapter-8/subchapter-8/	Subchapter 8 - DISCLOSURE BY STATE AND LOCAL OFFICIALS - CONFLICT OF INTEREST (§§ 21-8-801 — 21-8-804)
https://law.justia.com/codes/arkansas/2024/title-21/chapter-8/subchapter-9/	Subchapter 9 - DISCLOSURE BY LEGISLATORS - SALES TO THE STATE (§§ 21-8-901 — 21-8-903)
https://law.justia.com/codes/arkansas/2024/title-21/chapter-8/subchapter-10/	Subchapter 10 - STATE BOARDS, COMMISSIONS, AND ENTITIES RECEIVING STATE FUNDS (§§ 21-8-1001 — 21-8-1005)
